id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,乌梅的功效是<br />A 敛肺，涩肠，止遗，安蛔<br />B 敛肺，止带，止遗，安蛔<br />C 敛肺，涩肠，生津，安蛔<br />D 剑肺，涩肠，止带，安蛔<br />E 敛肺，止带，止血，安蛔<br />,C,
2,可敛肺、敛汗、止血的药物是<br />A 五味子<br />B 五倍子<br />C 乌梅<br />D 椿皮<br />E 诃子<br />,B,
3,可温中行气、涩肠止泻的药物是<br />A 肉豆蔻<br />B 白豆蔻<br />C 草豆蔻<br />D 砂仁<br />E 佩兰<br />,A,
4,莲子与芡实的共同功效是<br />A 固崩止带<br />B 养心安神<br />C 固表止汗<br />D 敛肺止咳<br />E 益肾固精<br />,E,
5,能够补肾阴、补肾阳、固肾精的药物是<br />A 赤石脂<br />B 禹余粮<br />C 罂粟壳<br />D 山茱萸<br />E 桑螵蛸<br />,D,
6,内服涌吐热痰、宿食，外用研末吹鼻，可去湿热的药物是<br />A 瓜蒂<br />B 常山<br />C 胆矾<br />D 藜芦<br />E 明矾<br />,A,
7,内服壮阳通便，外用杀虫止痒的药物是<br />A 硫磺<br />B 雄黄<br />C 砒石<br />D 轻粉<br />E 升药<br />,A,
8,具有明目去翳、收湿生肌功效的药物是<br />A 硼砂<br />B 明矾<br />C 炉甘石<br />D 芒硝<br />E 铅丹<br />,C,
9,蟾酥的功效是<br />A 解毒消肿，祛腐生肌<br />B 拔毒祛腐，止痛开窍<br />C 攻毒蚀疮，消肿生肌<br />D 解毒消肿，止痛开窍<br />E 消肿生肌，止痛开窍<br />,D,
10,马钱子的功效是<br />A 通络散结，消肿定痛<br />B 通络散结，攻毒祛腐<br />C 强筋健骨，消肿定痛<br />D 强筋健骨，通络散结<br />E 强筋健骨，祛风除湿<br />,A,
11,外用止血生肌敛疮，内服活血散瘀止痛的药物是<br />A 蛇床子<br />B 露蜂房<br />C 大风子<br />D 樟脑<br />E 血竭<br />,E,
12,具有消痰化瘀、软坚散结、制酸止痛功效的药物是<br />A 龙骨<br />B 牡蛎<br />C 瓦楞子<br />D 赤石脂<br />E 禹余粮<br />,C,
13,怀胎蕴热、胎动不安者当选用<br />A 桑寄生<br />B 黄芩<br />C 苏梗<br />D 续断<br />E 砂仁<br />,B,
14,临床使用活血化瘀药治疗癥瘕痞块，最宜配伍哪种药物<br />A 温里祛寒药<br />B 清热凉血药<br />C 燥湿化痰药<br />D 益气补血药<br />E 行气软坚药<br />,E,
15,既可用于热病樟昏、癫痫痰闭证，又可用于治肝胆湿热黄疸证的药物是<br />A 姜黄<br />B 茵陈蒿<br />C 郁金<br />D 丹参<br />E 金钱草<br />,C,
16,能“行血中气滞、气中血滞，专治一身上下诸痛”的药物是<br />A 川芎<br />B 延胡索<br />C 柴胡<br />D 丹参<br />E 五灵脂<br />,B,
17,功能活血行气，善治风湿肩臂疼痛的药物是<br />A 羌活<br />B 姜黄<br />C 延胡索<br />D 秦艽<br />E 桂枝<br />,B,
18,对于出血兼有瘀滞者，应首选<br />A 三七<br />B 白及<br />C 槐花<br />D 地榆<br />E 棕榈炭<br />,A,
19,产后瘀滞腹痛，伴身面浮肿、小便不利者，当选用<br />A 当归、泽泻<br />B 赤芍、红花<br />C 桃仁、王不留行<br />D 益母草、泽兰<br />E 牛膝、刘寄奴<br />,D,
