id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,白豆蔻具有止呕的作用，善于治疗<br />A 胃热呕吐<br />B 胃寒呕吐<br />C 胃虚呕吐<br />D 妊娠呕吐<br />E 寒饮呕吐<br />,B,
2,下列化湿药中，消除胀满之要药是<br />A 厚朴<br />B 苍术<br />C 白豆蔻<br />D 藿香<br />E 砂仁<br />,A,
3,关于利水渗湿药的功效说法不正确的有<br />A 利水消肿<br />B 利尿通淋<br />C 利湿退黄<br />D 用于黄疸<br />E 用于血瘀证<br />,E,
4,治疗脾虚湿盛的水肿，宜选用<br />A 泽泻<br />B 猪苓<br />C 车前子<br />D 滑石<br />E 薏苡仁<br />,E,
5,既能利水消肿，渗湿健脾，除痹，又能清热排脓的药物是<br />A 薏苡仁<br />B 车前子<br />C 木通<br />D 茯苓<br />E 滑石<br />,A,
6,治疗脾虚证，兼见心悸失眠，宜首选<br />A 猪苓<br />B 茯苓<br />C 泽泻<br />D 车前子<br />E 薏苡仁<br />,B,
7,可治疗寒热虚实各种水肿的药物是<br />A 泽泻<br />B 猪苓<br />C 茯苓<br />D 车前子<br />E 香加皮<br />,C,
8,下列不具有健脾祛湿作用的药物是<br />A 茯苓<br />B 白术<br />C 猪苓<br />D 薏苡仁<br />E 苍术<br />,C,
9,茯苓的功效是<br />A 健脾利水<br />B 健脾燥湿<br />C 健脾补肾<br />D 益气养阴<br />E 清热利水<br />,A,
10,下列关于茯苓的说法错误的是<br />A 茯苓有利水渗湿，健脾安神的功效<br />B 可用于各种水肿和脾虚诸证<br />C 茯苓皮多用于皮肤水肿<br />D 茯神有宁心安神之功，多用于心神不安，惊悸，健忘等证<br />E 茯苓有清热退黄的功效，用于各种黄疸<br />,E,
11,厚朴的功效是<br />A 行气燥湿，温中止呕<br />B 行气，燥湿，消积，平喘<br />C 化湿行气，温中止呕，安胎<br />D 化湿行气，温中止呕<br />E 燥湿散寒，除痰<br />,B,
12,茯苓和猪苓都具有的功效是<br />A 利水渗湿<br />B 健脾安神<br />C 清肝明目<br />D 清热泻火<br />E 渗湿止泻<br />,A,
13,治疗湿热痹证，应选用<br />A 石韦<br />B 泽泻<br />C 猪苓<br />D 木通<br />E 滑石<br />,D,
14,既能利水通淋，又能通经下乳的药物是<br />A 滑石<br />B 车前子<br />C 木通<br />D 海金沙<br />E 穿山甲<br />,C,
15,能利尿通淋，清热解暑，收湿敛疮的药是<br />A 滑石<br />B 车前子<br />C 地肤子<br />D 木通<br />E 石韦<br />,A,
16,用治暑湿泄泻，利小便以实大便是指何药<br />A 茯苓<br />B 猪苓<br />C 车前子<br />D 泽泻<br />E 木通<br />,C,
17,既能利水通淋，又能清解暑热的药物是<br />A 木通<br />B 车前子<br />C 滑石<br />D 海金沙<br />E 地肤子<br />,C,
