id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,中医学整体观念的内涵是<br />A 人体是一个有机的整体<br />B 自然界是一个整体<br />C 时令、晨昏与人体阴阳相应<br />D 五脏与六腑是一个有机整体<br />E 人体是一个有机整体，人与自然相统一<br />,E,
2,中医学的基本特点，主要是<br />A 阴阳五行与脏象经络<br />B 整体观念与辨证论治<br />C 以五脏为主的整体观<br />D 望闻问切与辨证论治<br />E 辨证求因与审因论治<br />,B,
3,辨证论治的主要根据是<br />A 疾病而治<br />B 症状而治<br />C 证候而治<br />D 病程而治<br />E 病因而治<br />,C,
4,关于辨证的描述正确的是<br />A 通过四诊收集症状、体征等资料<br />B 分析疾病的原因、性质、部位<br />C 分析邪正之间的关系<br />D 概括、判断为某种性质的证<br />E 以上都是<br />,E,
5,异病同治的实质是<br />A 证同治同<br />B 证异治同<br />C 证同治异<br />D 病异治同<br />E 病同治同<br />,A,
6,因中气下陷所致的久痢、脱肛及子宫下垂，都可采用升提中气法治疗，此属于<br />A 因人制宜<br />B 同病异治<br />C 异病同治<br />D 审因论治<br />E 虚则补之<br />,C,
7,构成世界万物的本原的是<br />A 精气<br />B .血<br />C 阴阳<br />D .神<br />E 津液<br />,A,
8,下列哪项不属于气运动的形式<br />A .升<br />B .降<br />C .聚<br />D .散<br />E .合<br />,E,
9,下列关于精气学说描述错误的是<br />A 天地精气化生为人<br />B 精气是人体生命的本原及维持<br />C 人体的机能活动依靠气的推动和调控<br />D 人体的脏腑、形体、官窍由精化生<br />E 精气学说与中医整体观念无直接关系<br />,E,
10,事物或现象阴阳属性的征兆是<br />A 寒热<br />B 上下<br />C 水火<br />D 晦明<br />E 动静<br />,C,
11,属于阴中之阴的时间是<br />A 上午<br />B 下午<br />C 前半夜<br />D 后半夜<br />E 以上都不是<br />,C,
12,下列不属于阴阳学说内容的是<br />A 交感互藏<br />B 对立制约<br />C 互根互用<br />D 消长转化<br />E 阴平阳秘<br />,E,
13,“孤阴不生，孤阳不长”说明了下列何种关系<br />A 交感互藏<br />B 对立制约<br />C 互根互用<br />D 阴阳消长<br />E 阴阳转化<br />,C,
14,“重阴必阳，重阳必阴”说明了阴阳之间的哪种关系<br />A 相互交感<br />B 对立制约<br />C 互根互用<br />D 消长平衡<br />E 相互转化<br />,E,
15,以阴阳失调解释真寒假热或真热假寒，其病机是<br />A 阴阳偏盛<br />B 阴阳偏衰<br />C 阴阳格拒<br />D 阴阳离决<br />E 阴阳互损<br />,C,
16,言脏腑之阴阳，脾为<br />A 阴中之阳<br />B 阴中之阴<br />C 阴中之至阴<br />D 阳中之阴<br />E 阳中之阳<br />,C,
17,属于阳的五味是<br />A 酸、苦、咸<br />B 辛、苦、咸<br />C 辛、甘、淡<br />D 甘、淡、涩<br />E 甘、苦、淡<br />,C,
18,土的特性是<br />A 曲直<br />B 稼穑<br />C 从革<br />D 炎上<br />E 润下<br />,B,
19,下列说法，哪一项不是金的特性<br />A 从革<br />B 寒凉<br />C 沉降<br />D 肃杀<br />E 收敛<br />,B,
