id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,A.素体阳虚，阴寒凝滞，气血痹阻，心阳不振<br />B.心气不足，阴血亏耗，血行瘀滞<br />C.血行瘀滞，胸阳痹阻，心脉不畅<br />D.肝失疏泄，气机郁滞，心脉不和<br />E.阳气虚衰，胸阳不振，气机痹阻，血行瘀滞<br />心肾阳虚证胸痹的主要病机为<br />A  B  C  D  E<br />,E,
2,寒凝心脉证胸痹的主要病机为<br />A  B  C  D  E<br />,A,
3,A.左归饮<br />B.生脉散合人参养荣汤<br />C.参附汤合左归饮<br />D.六味地黄丸合交泰丸<br />E.六君子汤合归脾汤<br />心肾阴虚胸痹代表方为<br />A  B  C  D  E<br />,A,
4,气阴两虚胸痹代表方为<br />A  B  C  D  E<br />,B,
5,A.疏肝理气，活血通络<br />B.活血化瘀，通脉止痛<br />C.温补阳气，振奋心阳<br />D.通阳泄浊，豁痰宣痹<br />E.豁痰开窍，健脾化湿<br />心血瘀阻证胸痹的治法为<br />A  B  C  D  E<br />,B,
6,痰浊闭阻证胸痹治法为<br />A  B  C  D  E<br />,D,
7,A.肝郁化火，上扰心神<br />B.湿食生痰，郁痰化热，扰动心神<br />C.血瘀气滞，心脉瘀阻，心阳被遏<br />D.脾虚血亏，心神失养，神不守舍<br />E.肾水亏虚，不能上济于心，心火炽盛，不能下交于肾<br />心脾两虚不寐的病机为<br />A  B  C  D  E<br />,D,
8,心'肾不交不寐的病机为<br />A  B  C  D  E<br />,E,
9,A.龙胆泻肝汤<br />B.丹栀逍遥散<br />C.黄连温胆汤<br />D.导痰汤<br />E.龙胆泻肝汤合涤痰汤<br />治疗肝火扰心不寐的代表方为<br />A  B  C  D  E<br />,A,
10,既治心悸，又治疗不寐的方剂为<br />A  B  C  D  E<br />,C,
