id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,外感病汗出热退身凉者，表示______<br />A 表邪入里<br />B 阳气衰少<br />C 汗出亡阳<br />D 真热假寒<br />E 邪去正安<br />,E,[解析] 在外感病中，正邪相争，提示病变发展转折点的是战汗，即先全身恶寒、战栗，接着大汗出。若汗出热退，脉静身凉，是邪去正复之佳兆，主疾病向愈；若汗出而身热不减，仍烦躁不安，脉来疾急，为邪胜正衰之危候，主病情恶化。故选择E。
2,下列哪项不会出现口渴多饮______<br />A 热盛伤津<br />B 汗出过多<br />C 剧烈呕吐<br />D 泄下过度<br />E 湿热内阻<br />,E,[解析] 口渴多饮指口渴而饮水较多，是体内津液损伤的基本表现之一，多见于燥证、热证。比如外感热病、里热炽盛及消渴病等。A项为热病伤津，B、C、D项均可造成津液内伤，而口渴多饮，E项并不耗津液，故口不渴。故选择E。
3,假神的病机是______<br />A 气血不足，精神亏损<br />B 机体阴阳严重失调<br />C 脏腑虚衰，功能低下<br />D 精气衰竭，虚阳外越<br />E 阴盛于内，格阳于外<br />,D,[解析] 假神提示脏腑精气耗竭殆尽，正气将绝，阴不敛阳，虚阳外越，阴阳即将离决，属病危。故选择D。
4,湿热熏蒸的面色是______<br />A 黄而鲜明<br />B 黄如烟熏<br />C 苍黄<br />D 淡黄消瘦<br />E 淡黄水肿<br />,A,[解析] A项为阳黄，乃湿热熏蒸为患。B项为阴黄，为寒湿郁滞所致。C项多属肝郁脾虚。D项多属脾胃气虚，气血不足。E项多属脾气虚衰，湿邪内盛。
5,下列各项，与牙齿干燥如枯骨关系最密切的是______<br />A 热盛伤津<br />B 阳明热盛<br />C 胃阴不足<br />D 肾阴枯涸<br />E 肺阴亏虚<br />,D,[解析] 齿为骨之余，骨为肾所主。正常人牙齿沽白润泽而坚固，是肾气旺盛，津液充足的表现。牙齿干燥，甚者齿如枯骨，为胃津已伤或肾阴枯竭。故选择D。
6,阳虚湿盛的舌象是______<br />A 舌红苔白滑<br />B 舌淡嫩苔白滑<br />C 舌边红苔黑润<br />D 舌红瘦苔黑<br />E 舌绛苔黏腻<br />,B,
7,舌淡白胖嫩，苔白滑者，常提示的是______<br />A 阴虚夹湿<br />B 脾胃湿热<br />C 气分有湿<br />D 阳虚水停<br />E 瘀血内阻<br />,D,
8,独语，病因多属______<br />A 热扰心神<br />B 痰火扰心<br />C 风痰阻络<br />D 心气不足<br />E 心阴大伤<br />,D,[解析] 独语是指自言自语，喃喃不休，见人则止，首尾不续者。多因心气不足，神失所养，或气郁生痰，蒙蔽心窍所致。故选择D。
9,独语、错语的共同病因是______<br />A 风痰阻络<br />B 热扰心神<br />C 心气大伤<br />D 心气不足<br />E 痰火扰心<br />,D,[解析] 独语为自言自语，喃喃不休，见人则止，首尾不续者。多因心气不足，神失所养，或气郁生痰，蒙蔽心窍所致。错语为语言错乱，语后自知，不能自主者。虚证多由心脾两虚，心神失养所致，实证多由痰浊、瘀血、气郁等阻遏心神而成。两者的共同病因为心气不足，气郁痰阻。故选择D更适合。
