id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,小柴胡汤中最佳体现和解少阳的药对是<br />A 柴胡、半夏<br />B 柴胡、人参<br />C 柴胡、甘草<br />D 柴胡、黄芩<br />E 柴胡、生姜<br />,D,
2,清气化痰汤和贝母瓜蒌散共有的药物是<br />A 瓜蒌、茯苓、枳实<br />B 桔梗、茯苓<br />C 茯苓、橘红<br />D 杏仁、枳实、陈皮<br />E 杏仁、瓜蒌<br />,C,
3,“三宝”中安宫牛黄丸长于<br />A 芳香开窍<br />B 清热解毒<br />C 镇痉<br />D 辟秽<br />E 行气<br />,B,
4,朱砂安神丸与清胃散均含有的药物是理<br />A 黄连、黄芩、生地<br />B 炙甘草、黄连、当归<br />C 牡丹皮、当归、生地<br />D 黄连、生地、当归<br />E 升麻、黄连、当归<br />,D,
5,下列除哪项外，均能治疗“痢疾”<br />A 芍药汤<br />B 白头翁汤<br />C 枳实导滞丸<br />D 木香槟榔丸<br />E 四神丸<br />,E,
6,下列不属于剂型变化的两首方剂是<br />A 理中丸与理中汤<br />B 逍遥散与逍遥丸<br />C 生脉散与生脉饮<br />D 实脾散与实脾饮<br />E 四逆散与四逆汤<br />,E,
7,方剂组成中含有柴胡、香附、川芎的方剂是<br />A 越鞠丸<br />B 逍遥散<br />C 一贯煎<br />D 柴胡疏肝散<br />E 四逆散<br />,D,
8,桑菊饮和银翘散中均含有的药物是<br />A 连翘、金银花<br />B 杏仁、桔梗<br />C 芦根、菊花<br />D 竹叶、甘草<br />E 薄荷、桔梗<br />,E,
9,独活寄生汤组成中不包含<br />A 祛风湿药<br />B .补气药<br />C 养血药<br />D 止痛药<br />E .瘀药<br />,E,
10,下列方剂中不含干姜的是<br />A 理中丸<br />B 吴茱萸汤<br />C 四逆汤<br />D 大建中汤<br />E 温脾汤<br />,B,
11,薄荷在逍遥散中的作用主要是<br />A 清利咽喉<br />B 疏肝解郁<br />C 解毒透疹<br />D 清利头目<br />E 透达郁热<br />,B,
12,吴茱萸汤主治证病机是<br />A 中焦虚寒，阴阳不和<br />B 肾阳衰微，阴寒内盛<br />C 胃中虚寒，浊阴上逆<br />D 胃气虚弱，痰阻气逆<br />E 胃虚有热，气逆不降<br />,C,
13,普济消毒饮配伍中体现“火郁发之”之意的药物是<br />A 黄芩、黄连<br />B 薄荷、桔梗<br />C 板蓝根、连翘<br />D 僵蚕、牛蒡子<br />E 升麻、柴胡<br />,E,
14,下列方剂中配伍体现“寒热并用”的是<br />A 小柴胡汤<br />B 逍遥散<br />C 四逆散<br />D 蒿芩清胆汤<br />E 半夏泻心汤<br />,E,
15,方剂组成原则中，反佐药的含义是<br />A 配合君、臣药以加强治疗作用的药物<br />B 直接治疗次要症状的药物<br />C 用以消除或减弱君、臣药毒性的药物<br />D 病重邪甚时配用的与君药性味相反而又能在治疗中起相成作用的药物<br />E 用以制约君、臣药峻烈之性的药物<br />,D,
16,主治膏淋的方剂是<br />A 小蓟饮子<br />B 萆解分清饮<br />C 二妙散<br />D 八正散<br />E 猪苓汤<br />,B,
17,大补阴丸主治证的病机是<br />A 肝肾不足，阴虚火旺<br />B 肝肾阴虚，肝气横逆<br />C 肝气郁结，脾土壅滞<br />D 肝郁血虚，脾失健运<br />E 肝郁化火，肝火犯胃<br />,A,
18,补中益气汤中最能体现“补气升阳”作用的药物是<br />A 人参、升麻、柴胡<br />B 人参、黄芪、白术<br />C 黄芪、升麻、柴胡<br />D 白术、升麻、柴胡<br />E 陈皮、黄芪、升麻<br />,C,
19,主治肝阳偏亢、肝风上扰证的方剂是<br />A 羚角钩藤汤<br />B 天麻钩藤饮<br />C 镇肝熄风汤<br />D 大定风珠<br />E 地黄饮子<br />,B,
20,银翘散中配伍的辛温药物为<br />A 荆芥穗、防风<br />B 银花、连翘<br />C 桔梗、竹叶<br />D 荆芥穗、淡豆豉<br />E 薄荷、牛蒡子<br />,D,
21,患者，女，58岁，小便短少不利，肢体浮肿，腰以下为甚，伴四肢沉重怕冷，腹痛，腹泻，苔白不渴，脉沉。治宜选用<br />A 实脾散<br />B 苓桂术甘汤<br />C 真武汤<br />D 五苓散<br />E 防已黄芪汤<br />,C,
22,患者，男，38岁，咳嗽痰粘带血丝，咯吐不爽，心烦易怒，胸胁刺痛，便秘，舌红苔黄，脉弦数。治宜选用<br />A 百合固金汤<br />B 左金丸<br />C 咳血方<br />D 龙胆泻肝汤<br />E 炙甘草汤<br />,C,
23,患者，女，44岁，发热，低热，自汗出，渴喜温饮，少气懒言，体倦肢软，面色晄白，大便溏薄，脉洪而虚，舌淡苔白。治宜选用<br />A 桂枝汤<br />B 玉屏风散<br />C 四君子汤<br />D 参苓白术散<br />E 补中益气汤<br />,E,
24,患者，男，20岁。腹痛，里急后重，泻下脓血，赤多白少，肛门灼热，口渴欲饮，舌红，苔黄，脉弦数，治宜选用<br />A 葛根黄芩黄连汤<br />B 败毒散<br />C 白头翁汤<br />D 芍药汤<br />E 木香槟榔丸<br />,C,
25,患者，男，高热不退，烦躁，手足抽搐，继而痉厥神昏，舌质绛而干。脉弦而数。治宜选用<br />A 紫雪丹<br />B 羚角钩藤汤<br />C 清营汤<br />D 白虎汤<br />E 大定风珠<br />,B,
26,患者，男，30岁，咳嗽，咳吐腥臭脓痰，伴发热，胸痛，舌红苔黄腻，脉滑数。治宜选用<br />A 麻杏甘石汤<br />B 泻白散<br />C 定喘汤<br />D 苇茎汤<br />E 大黄牡丹汤<br />,D,
27,患者，女，70岁，咳嗽反复发作十余年，咳声重浊，晨起加重，痰多色白，胸闷，脘痞，体倦，舌苔白腻，脉象濡滑，治疗应选用<br />A 二陈汤<br />B 桑菊饮<br />C 沙参麦冬汤<br />D 桑杏汤<br />E 止嗽散<br />,A,
28,患者，女，38岁，近段时间常感头昏，心悸心慌，健忘失眠，食少纳呆，神疲乏力，面色萎黄，舌质淡，苔薄白，脉细缓。治宜选用<br />A 健脾丸<br />B 实脾散<br />C 归脾丸<br />D 酸枣仁汤<br />E 天王补心丹<br />,C,
29,患者，女，28岁，产后2天，症见发热面赤，烦渴喜热饮，脉洪大而虚。治宜选用<br />A 当归补血汤<br />B .白虎汤<br />C 四物汤<br />D 归脾汤<br />E 生化汤<br />,A,
30,患者，女，41岁，崩漏，血色暗淡，四肢不温，面色萎黄，舌淡，苔白，脉细无力。治宜选用<br />A 归脾汤<br />B 胶艾汤<br />C 理中丸<br />D 黄土汤<br />E 四物汤<br />,D,
31,患者，男，40岁，症见神昏谵语，高热烦躁，痉厥抽搐，口渴唇干，尿赤，大便秘结。治宜首选<br />A 安宫牛黄丸<br />B 紫雪<br />C 至宝丹<br />D 犀角地黄汤<br />E 羚角钩藤汤<br />,B,
32,患者，女，57岁，大便溏薄，纳呆，胸脘闷胀，形体消瘦，面色萎黄，四肢乏力，苔白，脉细缓，治宜选用<br />A 痛泻要方<br />B 参苓白术散<br />C 半夏泻心汤<br />D 补中益气汤<br />E 理中丸<br />,B,
33,患者，女，心下痞，满而不痛，干呕，肠鸣下利，舌苔薄黄而腻，脉弦数。治宜选用<br />A 小陷胸汤<br />B 半夏泻心汤<br />C 血府逐瘀汤<br />D 枳实薤白桂枝汤<br />E 复元活血汤<br />,B,
34,患者，女，29岁，月经后期4～5日，量少，经期乳房胀痛，伴有头晕目眩，纳呆，乏力，口燥咽干，舌淡红，脉弦而虚。治宜选用<br />A 归脾汤<br />B 四物汤<br />C 温经汤<br />D 逍遥散<br />E 生化汤<br />,D,
35,咽中如有物阻，咯之不出，咽之不下，胸胁满闷。治宜选用<br />A 半夏厚朴汤<br />B 厚朴温中汤<br />C 越鞠丸<br />D 养阴清肺汤<br />E 枳实薤白桂枝汤<br />,A,
36,患者，男，46岁，少腹拘急，小便自利，谵语，烦渴，入夜发热。治宜选用<br />A 五苓散<br />B 猪苓汤<br />C 小蓟饮子<br />D 桃核承气汤<br />E 清营汤<br />,D,
37,某男，36岁，7月中旬发病，症见发热，微恶风，肢体酸痛沉重，口干不欲饮，小便短少&#44;舌苔薄黄而腻，脉濡数，治疗应选用<br />A 银翘散<br />B 麻黄汤<br />C 参苏饮<br />D 新加香薷饮<br />E 荆防败毒散<br />,D,
38,患者，女，23岁，症见身热，微恶风寒，汗出，头痛，咳嗽，咽燥&#44;口渴&#44;舌苔薄黄，脉浮数，治疗应选用<br />A 银翘散<br />B 麻黄汤<br />C 藿香正气散<br />D 桑菊饮<br />E 荆防败毒散<br />,A,
