id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,病儿面色皮肤黏膜苍白，指甲色白易脆，头晕目涩，潮热盗汗，手足时有震颧，化验检查后诊断为营养性缺铁性贫血。治疗首选<br />A 四君子汤<br />B 六君子汤<br />C 归脾汤<br />D 右归丸<br />E 左归丸<br />,E,
2,病儿素喜出汗，以头部、肩背明显，动则益甚，神倦乏力，易于感冒，脉弱。其治法应为<br />A 调和营卫<br />B 益气固表<br />C 益气养阴<br />D 滋阴补肾<br />E 补益肺脾<br />,B,
3,病儿入睡后汗出较多，心烦少寐，手足心热，哭声无力，体弱神萎，苔少，脉细数。治疗首选<br />A 沙参麦冬汤<br />B 百合固金汤<br />C 生脉散<br />D 增液汤<br />E 当归六黄汤<br />,C,
4,10岁男孩，面黄体瘦，性格内向，痞闷纳呆，喉中声响，皱眉眨眼，嘴动肢摇，发作无常，舌淡苔腻，脉沉缓。治疗首选<br />A 温胆汤<br />B 黄连温胆汤<br />C 十味温胆汤<br />D 半夏白术天麻汤<br />E 半夏厚朴汤<br />,C,
5,病儿4个月，从床上摔下居哭闹不止，面色时青时赤，惊惕频作，舌象正常。治疗首选<br />A 缓肝理脾汤<br />B 逐寒荡惊汤<br />C 琥珀抱龙丸<br />D 三甲复脉汤<br />E 玉枢丹<br />,C,
6,病儿高热2天，伴轻咳、流涕、烦躁。3分钟前突起抽搐，舌尖红，苔薄黄，脉浮数。治疗首选<br />A 清瘟败毒饮<br />B 银翘散<br />C 白虎汤合紫雪丹<br />D 黄连解毒汤<br />E 犀角地黄汤<br />,B,
7,病儿病后神志不清，时作抽搐，面色萎黄，四肢不温，大便稀薄，色带青绿，脉沉弱。治疗选方应为<br />A 固真汤<br />B 缓肝理脾汤<br />C 大定风珠<br />D 安神丸<br />E 黄连解毒汤<br />,B,
8,8岁儿童，平时胆小，考试成绩不佳，受家长打骂后突发惊惕，寐中坐起喊叫，神志恍惚，吐舌频频，四肢抽搐，舌苔白，脉弦滑。辨证应为<br />A 惊痫<br />B 风痫<br />C 痰痫<br />D 慢脾风<br />E 脾虚痰盛<br />,A,
9,病儿头部外伤1个月后，时感头痛，部位固定，继而神智不清，单侧肢体抽搐，反复发作，每次表现大致相同，舌苔少，脉涩。其治法应为<br />A 镇惊安神<br />B 熄风开窍<br />C 化瘀通窍<br />D 熄风止痉<br />E 活血通络<br />,C,
10,病儿7岁，浮肿3天，颜面眼睑为甚，尿少，伴发热恶风，咳嗽流涕，苔薄白，脉浮。其治法应为<br />A 清热利湿<br />B 健脾益气<br />C 温肾健脾<br />D 疏风利水<br />E 利尿消肿<br />,D,
11,病儿皮肤疮疡3周后出现头面肢体浮肿，尿少尿血，烦热口渴，舌红，苔黄腻，脉滑数，治疗首选小蓟饮子合<br />A 五味消毒饮<br />B 银翘散<br />C 四妙汤<br />D 仙方活命饮<br />E 黄连解毒汤<br />,A,
12,病儿浮肿4天，现肢体肿甚，咳嗽气急，心悸胸闷，不能平卧，口唇青紫，指甲发绀，舌苔白，脉细数无力。应诊断为急性肾炎之<br />A 邪陷心肝<br />B 水毒内闭<br />C 水凌心肺<br />D 脾肾两虚<br />E 肺脾气虚<br />,C,
13,病儿反复全身浮肿3个月，腰腹下肢为甚，按之凹陷，神倦肢冷腰酸&#44;舌淡苔白，脉沉细。治疗首选<br />A 真武汤<br />B 金匮肾气丸<br />C 六味地黄丸<br />D 参苓白术散<br />E 左归丸<br />,A,
14,肾病病儿，浮肿已不明显，但面色潮红，手足心热，目睛干涩，痤疮，舌红苔少，脉弦数。治疗首选<br />A 六味地黄丸<br />B 知柏地黄丸<br />C 麦味地黄丸<br />D 杞菊地黄丸<br />E 左归丸<br />,B,
15,病儿4岁。尿频、尿痛、尿急3天，伴发热、烦躁、口渴。治疗首选<br />A 桑螵蛸散<br />B 导赤散<br />C 八正散<br />D 缩泉丸<br />E 六一散<br />,C,
16,病儿7岁，睡中经常遗尿，小便清长，神疲面白，下肢怕冷无力，腰膝酸软，成绩较差。治疗首选<br />A 菟丝子散<br />B 肾气丸<br />C 都气丸<br />D 理中汤<br />E 六味地黄汤<br />,A,
17,病儿2岁，尚不能行走，才萌牙8颗，前囟未闭，头项萎软，目无神采。诊断应为五迟、五软之<br />A 肝肾亏损<br />B 脾肾两亏<br />C 脾虚气弱<br />D 肝脾亏损<br />E 肺脾气虚<br />,A,
18,对五迟五软病儿的综合治疗多不采取下列哪项措施<br />A 针灸<br />B 推拿<br />C 手术<br />D 教育<br />E 功能训练<br />,C,
19,麻疹病儿，发热4天，现壮热如潮，目赤阵咳，红疹由上至下急迅蔓延，舌红赤，苔黄腻，脉数有力，治疗重在<br />A 宣毒发表<br />B 辛凉透表<br />C 透疹达邪<br />D 清宣肺卫<br />E 透疹生津<br />,C,
20,麻疹病儿，皮疹密集色紫，高热不遇，咽喉肿痛，吞咽不利，声音嘶哑，咳声重浊，声如犬吠。治疗首选<br />A 宣毒发表汤<br />B 清解透表汤<br />C 麻杏石甘汤<br />D 清咽下痰汤<br />E 羚角钩藤汤<br />,D,
21,病儿壮热1天，咽喉肿痛，伴有糜烂口腐，皮疹密布，色红如丹，杨梅舌，脉数有力。应诊断为<br />A 麻疹，出疹期<br />B 风疹，邪入气营<br />C 猩红热，邪侵肺卫<br />D 猩红热，毒炽气营<br />E 麻疹，初热期<br />,D,
22,病儿低热2天，鼻塞流涕，今天全身散在丘疹及疱疹，疱浆清亮，苔薄白，脉浮数。治疗首选<br />A 银翘散<br />B 清胃解毒汤<br />C 消风散<br />D 透疹凉解汤<br />E 清解透表汤<br />,A,
