id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,下列除哪项外，均可引起血清钾增高______<br />A 急、慢性肾衰竭<br />B 静脉滴注大量钾盐<br />C 严重溶血<br />D 代谢性酸中毒<br />E 代谢性碱中毒<br />,E,[解析] 血清钾增高见于：①肾脏排钾减少，如肾功能不全及肾上腺皮质功能减退等；②摄入大量钾盐，超过肾脏排钾能力；③严重溶血或组织损伤，红细胞或组织的钾大量释放入细胞外液；④组织缺氧或代谢性酸中毒时大量细胞内的钾转移至细胞外。故选择E。
2,下列关于急性胰腺炎酶学检查的叙述，正确的是______<br />A 血清淀粉酶多在发病1～2小时开始增高<br />B 尿淀粉酶多在发病3～4小时开始增高<br />C 胰腺广泛坏死时，尿淀粉酶可增高不明显<br />D 尿淀粉酶的增高多早于血清淀粉酶<br />E 尿、血淀粉酶常同时开始增高<br />,C,[解析] 胰腺广泛坏死时，尿淀粉酶可增高不明显。血淀粉酶在发病6～12小时开始升高，12～24小时达到高峰，3～5天恢复正常。血淀粉酶超过5000U/L时对急性胰腺炎具有诊断意义，其他急腹症时通常低于该值，尿淀粉酶在发病12～24小时开始升高，下降速度也比血淀粉酶慢(3～10天恢复正常)，故急性胰腺炎后期，尿淀粉酶更具有诊断价值。故选择C。
3,病理性蛋白尿，可见于______<br />A 剧烈活动后<br />B 严重受寒<br />C 直立性蛋白尿<br />D 妊娠中毒<br />E 以上均非<br />,D,[解析] ①功能性蛋白尿见于剧烈运动、精神紧张等；②体位性(直立性)蛋白尿以青少年多见；③病理性蛋白尿分为：肾前性(如本周蛋白尿、血红蛋白尿和肌红蛋白尿)；肾性(如肾小球和肾小管炎症、血管病变、中毒等)；肾后性(如肾盂、输尿管、膀胱和尿道炎症、肿瘤、结石等)。故选择D。
4,肺心病心功能失代偿期多表现为______<br />A 以右心衰竭为主<br />B 低氧血症<br />C 二氧化碳潴留<br />D 全心衰竭<br />E 肺水肿<br />,A,[解析] 肺心病的主要体征为颈静脉怒张、肝大、下肢水肿等。发生机制为慢性阻塞性肺疾病时因肺小动脉收缩导致肺动脉高压，长期肺动脉高压将导致右室负荷增加，右心室扩大及肥大，右心失代偿则体循环瘀血，出现上述临床表现。故选择A。
5,外源性哮喘的临床表现是______<br />A 多见于青壮年<br />B 常于冬季或气候骤变时发病<br />C 前驱症状后发病急，缓解快<br />D 有呼吸道感染症状<br />E 起病慢，症状缓解后哮鸣音可持续多时<br />,C,[解析] 外源性哮喘是患者对致敏原产生过敏的反应，致敏原包括尘埃、花粉、动物毛发、衣物纤维等。多见于儿童、青少年，常于春秋发病，可有前驱症状，发病急，缓解快，缓解后哮鸣音很快消失，血清中IgE增高。故选择C。
6,内源性哮喘的临床表现是______<br />A 多见于儿童与青少年<br />B 常于春、秋季发病<br />C 可有前驱症状<br />D 起病慢，较多见哮喘持续状态<br />E 发病急，症状缓解快<br />,D,[解析] 内源性哮喘指非过敏原因引起的哮喘，绝大多数是因呼吸道感染诱发，冬季气候变化时多见，以女性居多。患者常先有呼吸道感染或支气管的咳嗽、咳痰史及发热等全身症状，逐渐出现哮喘。发作时虽与外源性哮喘相似，但起病慢、持续较久，且逐渐加重，顽固性者夜间发作较为多见，待感染控制后才能平息。间歇期长短不一，无规律性，治疗时加用抗菌药物可使症状及早缓解。故选择D。
7,可直接导致意识障碍的心律失常是______<br />A 室性期前收缩<br />B 房性期前收缩<br />C 心室颤动<br />D 右束支阻滞<br />E 窦性心动过速<br />,C,
8,典型心绞痛患者，含服硝酸甘油片后，缓解的时间一般是______<br />A 1分钟之内<br />B 1～3分钟<br />C 5～10分钟<br />D 11～20分钟<br />E 21～30分钟<br />,B,[解析] 典型心绞痛发作是突然发生的位于胸骨体上段或中段之后的压榨性、闷胀性或窒息性疼痛，亦可能波及大部分心前区，可放射至左肩及左上肢前内侧，舌下含硝酸甘油片如有效，心绞痛应于1～3分钟内缓解。故选择B。
9,消化性溃疡最常见的并发症是______<br />A 上消化道出血<br />B 胃肠穿孔<br />C 幽门梗阻<br />D 癌变<br />E 休克<br />,A,
