id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,中医外科全生派的代表医家是：<br />A  陈实功<br />B  王维德<br />C 高锦庭<br />D 危亦林<br />E  王怀隐<br />,B,
2,《外科正宗》的作者是：<br />A 高锦庭<br />B  龚庆宣<br />C 陈实功<br />D 王怀隐<br />E  葛洪<br />,C,
3,有头疽湿热壅滞型宜选用的方剂是：<br />A 五味消毒饮<br />B 竹叶黄芪汤<br />C 黄连解毒汤<br />D 仙方活命饮<br />E 普济消毒饮<br />,D,
4,疮疡脓已成时表现最重要的是：<br />A 疼痛剧烈<br />B 皮肤灼热<br />C 按之应指<br />D 肿块柔软<br />E 局部红甚<br />,C,
5,极易引起走黄的疗疮是：<br />A 手部疗疮<br />B 足部疗疮<br />C 颜面疗疮<br />D 红丝疗<br />E 蛀节疗<br />,C,
6,大便出血，同时伴有黏液，呈持续性，肛门坠胀，多为:<br />A 息肉痔<br />B 内痔<br />C 混合痔<br />D 肛裂<br />E 锁肛痔<br />,E,
7,乳房部生肿块，月经前胀痛者多为:<br />A 乳痈<br />B 乳疬<br />C 乳痨<br />D 乳岩<br />E 乳癖<br />,E,
8,乳痈气滞热壅证内服方是:<br />A 五味消毒饮<br />B 黄连解毒汤<br />C 丹栀逍遥散<br />D 柴胡清肝汤<br />E 瓜萎牛蒡汤<br />,E,
9,内痔多发于肛门：<br />A 3、9点<br />B 3、7点<br />C 6、、12点<br />D 3、11点<br />E 3、7、11点<br />,E,
10,脱疽湿热毒盛型的内服代表方是：<br />A 五神汤<br />B 五味消毒饮<br />C 四妙汤<br />D 四妙勇安汤<br />E 四妙散<br />,D,
11,不属脱疽局部缺血期临床表现的是：<br />A 静息痛<br />B 间歇性跛行<br />C 足背动脉搏动减弱<br />D 患肢麻木<br />E 患肢发凉<br />,A,
12,属混合毒毒蛇的是：<br />A 蝰蛇<br />B 竹叶青蛇<br />C 金环蛇<br />D 银环蛇<br />E 蝮蛇<br />,E,
13,蛇伤急救中，最早的治疗方法是:<br />A 早期结扎<br />B 冲洗<br />C 烧灼<br />D 服蛇伤药<br />E 扩创<br />,A,
14,痛无定处、忽此忽彼、走注甚速者多为:<br />A 热痛<br />B 寒痛<br />C 风痛<br />D 气痛<br />E 虚痛<br />,C,
