id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,自汗、盗汗并见，其病机是______<br />A 精血亏虚<br />B 阴阳两虚<br />C 阳气不足<br />D 津液不足<br />E 以上均非<br />,B,[解析] 自汗盗汗并见，见于气阴两虚或者阴阳两虚。
2,有形实邪闭阻气机所致的疼痛，其疼痛性质是______<br />A 胀痛<br />B 灼痛<br />C 冷痛<br />D 绞痛<br />E 隐痛<br />,D,
3,视物旋转动荡，如在舟车之上，称为______<br />A 目昏<br />B 目痒<br />C 目眩<br />D 雀盲<br />E 内障<br />,C,
4,下列各项，不能导致妇女月经先期的是______<br />A 肾气不足<br />B 阳盛血热<br />C 营血亏损<br />D 阴虚火旺<br />E 脾气亏虚<br />,C,[解析] 月经先期或因气的固摄作用减弱所致，或因血热(虚、实兼可)迫血妄行所致。
5,主水饮，肾虚水泛，气血受困的面色特点是______<br />A 面色白<br />B 面色黧黑<br />C 眼眶黑<br />D 面色紫黑<br />E 黄如烟熏<br />,B,
6,痰热内闭的目态是______<br />A 戴眼反折<br />B 目睛微定<br />C 昏睡露睛<br />D 双睑下垂<br />E 横目斜视<br />,B,[解析] 戴眼反折属肝风内动，牵引目系所致。目睛微定提示痰热内闭，昏睡露睛多由于脾气虚弱，气血不足，胞睑失养所致。双睑下垂多为先天不足，脾肾亏虚。横目斜视属肝风内动，牵引目系所致。
7,邪热夹酒毒上壅的舌象是______<br />A 舌色青紫<br />B 舌色晦暗<br />C 舌紫肿胀<br />D 舌脉粗胀<br />E 舌多瘀斑<br />,C,
8,气血两虚证的舌象是______<br />A 舌体淡瘦<br />B 舌淡齿痕<br />C 舌尖芒刺<br />D 舌暗疲点<br />E 舌红裂纹<br />,A,
9,阳虚湿盛的舌象是______<br />A 舌红苔白滑<br />B 舌淡嫩苔白滑<br />C 舌边红苔黑润<br />D 舌红瘦苔黑<br />E 舌绛苔黏腻<br />,B,
10,语言謇涩，病因多属______<br />A 热扰心神<br />B 痰火扰心<br />C 风痰阻络<br />D 心气不足<br />E 心阴大伤<br />,C,[解析] 语言謇涩指的是神志清楚，思维正常，但言语不流利，吐词不清晰者，多因风痰阻络所致。
11,言语轻迟低微，欲言不能复言者，称为______<br />A 郑声<br />B 谵语<br />C 错语<br />D 夺气<br />E 独语<br />,D,[解析] 言语轻缓声音低微，欲言而不能接续者，称为夺气。
