id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,病人，男，70岁。喘促气短，声低气怯，咳声低弱，咳痰稀白，自汗畏风，舌淡红苔薄白，脉弱无力。治疗应首选<br />A.三子养亲汤合二陈汤<br />B.生脉散合补肺汤<br />C.七味都气丸合生脉散<br />D.参蛤散合金匮肾气丸<br />E.苏子降气汤合二陈汤<br />A  B  C  D  E<br />,B,
2,病人咳嗽发热，胸痛，咳时尤甚，吐痰腥臭，咳吐脓血，应诊断为<br />A.咳嗽<br />B.肺痨<br />C.肺胀<br />D.肺痈<br />E.肺痿<br />A  B  C  D  E<br />,D,
3,王某，男性，25岁。发热周余不退，咳吐大量脓血痰，腥臭异常，胸中烦满而痛。喘甚不能平卧，面赤，烦渴喜饮。查：舌质红，苔黄腻，脉滑数。辨证应属于肺痈<br />A.初期<br />B.成痈期<br />C.溃脓期<br />D.恢复期<br />E.迁延期<br />A  B  C  D  E<br />,C,
4,病人，男，32岁。素日嗜酒，外出着凉后，始见时时振寒，发热，继而壮热汗出，烦躁不宁，咳嗽气急，咳吐腥臭浊痰，胸满作痛，口干苦，便秘，舌红苔黄腻，脉滑数。治疗应首选<br />A.清金化痰汤<br />B.《千金》苇茎汤<br />C.桑白皮汤<br />D.加味泻白散<br />E.《济生》桔梗汤<br />A  B  C  D  E<br />,B,
5,肺痈病人，咳吐大量脓血痰，气味腥臭异常，舌红苔黄腻，脉滑数。其病期是<br />A.初期<br />B.成痈期<br />C.溃脓期<br />D.恢复期<br />E.慢性期<br />A  B  C  D  E<br />,C,
6,肺痨出现食少，腰胀，便溏，短气，面浮，咳痰清稀等脾虚症状者，方选<br />A.归脾汤<br />B.大补元煎<br />C.秦艽鳖甲散<br />D.柴胡清骨散<br />E.参苓白术散<br />A  B  C  D  E<br />,E,
7,肺痨症见干咳少痰，痰中带血，胸部闷痛，手足心热，咽干口燥，时或盗汗，舌红苔薄，脉细数。此症最佳治法是<br />A.滋阴降火<br />B.益气养阴<br />C.清肺润燥<br />D.滋阴润肺<br />E.滋养肺肾<br />A  B  C  D  E<br />,A,
8,病人干咳少痰，痰中带血，潮热盗汗，胸闷隐痛，身体逐渐消瘦，口燥咽干，舌红少苔，脉细数。其诊断是<br />A.肺痨<br />B.肺痿<br />C.咯血<br />D.虚劳<br />E.肺胀<br />A  B  C  D  E<br />,A,
9,病人，李某，男性，71岁。原有“肺痨”，迁延不愈，出现咳吐浊唾涎沫，质黏稠，偶有咳痰带血，咳声不扬，口干咽燥，午后潮热，形体消瘦，舌红而干，脉虚数。其诊断为<br />A.肺痈初期<br />B.肺痨阴虚火旺证<br />C.虚热肺痿<br />D.肺痨气阴两虚证<br />E.肺痨肺阴亏虚证<br />A  B  C  D  E<br />,B,
