id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,症见阴部瘙痒，带下色黄臭秽，舌红苔黄腻，脉弦数证属<br />A 肝郁气滞<br />B 肝火炽盛<br />C 胆郁痰扰<br />D 肝胆湿热<br />E 湿热蕴脾<br />,D,
2,肺主一身之气，取决于<br />A 调节气机<br />B 通调水道<br />C 寅发卫气<br />D 朝百脉<br />E 司呼吸<br />,E,
3,西医治疗特发性血小板减少性紫癜出血，应首选的治疗措施是<br />A 抗生素<br />B 脾切除<br />C 糖皮质激素<br />D 免疫抑制剂<br />E 输新鲜血液<br />,C,
4,突发耳呜，声大如雷的病因不包括<br />A 肝胆火旺<br />B 痰火壅结<br />C 气血瘀阻<br />D 风邪上袭<br />E 脾肾阳虚<br />,E,
5,泻白散与清骨散两方剂组成中均含有的药物是<br />A 牡丹皮<br />B 桑白皮<br />C 地骨皮<br />D 五加皮<br />E 大腹皮<br />,C,
6,患者，男，7岁。发现颈前肿块3个月，诊断为“甲状腺瘤”，局部时有发胀，胸闷，有痰难咯，舌淡红苔薄白，脉弦。治疗应首选<br />A 八珍汤<br />B 海藻玉壶汤<br />C 逍遥散<br />D 柴胡疏肝散<br />E 二陈汤<br />,B,
7,以下与辨虚实真假无关的是<br />A 脉象有力无力<br />B 舌质老嫩<br />C 言语高低<br />D 寒热轻重<br />E 体质强弱<br />,D,
8,患者，女，31岁。崩漏下血量多，色暗红，质稠，夹有血块，腹痛拒按，舌红苔黄，脉弦数。治疗应首选<br />A 阴陵泉<br />B 中极<br />C 三阴交<br />D 太冲<br />E 隐白<br />,E,
9,患者1年前出现劳力性胸骨后疼痛，每天2～3次，每次持续3～5分钟，含服硝酸甘油片后1～3分钟缓解。近2个月发作次数增多，每天5～6次，轻微活动也能诱发，发作时心电图ST-T水平型压低。其诊断是<br />A 心神经官能症<br />B 中间型心绞痛<br />C 稳定型心绞痛<br />D 不稳定型心绞痛<br />E 变异型心绞痛<br />,C,
10,肾中精气的主要生理功能是<br />A 促进机体的生长发育<br />B 促进生殖机能的成熟<br />C 主生长发育和生殖<br />D 化生血液的物质基础<br />E 人体生命活动的根本<br />,C,
11,患者，女，38岁。患甲状腺功能亢进症3年，现瘿肿质软，或大或小，心悸不宁，心烦不寐，目眩手颤，多食消瘦，口干咽燥，恶热多汗，舌红少苔，脉细数。其证型为<br />A 肝郁痰热证<br />B 心肝阴虚证<br />C 心肾阴虚证<br />D 脾肾阳虚证<br />E 肝肾阴虚证<br />,B,
12,患者中年女性，无明显诱因出现手足发麻，关节肿痛半年余。开始为手指小关节疼痛，后出现其它关节疼痛，呈对称性，遇寒或晨起时关节发硬，活动后减轻。其最有意义的检查是<br />A 血沉(ESR)<br />B 抗核抗体<br />C C反应蛋白<br />D 双手X线平片<br />E 抗链球菌溶血素&#34;O&#34;(ASO)<br />,E,
13,患者发作头痛，以前额为甚，面红，牙痛，便干，舌红苔黄，脉弦。处方用药加用白芷，除治疗效应外，其“引经报使”作用于<br />A 少阳经<br />B 太阳经<br />C 阳明经<br />D 少阴经<br />E 厥阴经<br />,C,
14,患者，女73岁。因不慎跌倒，左臀部着地后剧烈疼痛，不能站立行走。查体左臀部有肿胀压痛，左下肢外旋，缩短畸形。应首先考虑的是<br />A 股骨颈骨折<br />B 骨盆骨折<br />C 坐骨骨折<br />D 左下肢软组织挫伤<br />E 股骨下段骨折<br />,A,
15,燥邪致病最易损伤人体的是<br />A 津液<br />B 气血<br />C 肾精<br />D 肝血<br />E 阳气<br />,A,
16,疾病的虚实变化取央于<br />A 脏腑功能<br />B 气血盛衰<br />C 阴阳盛衰<br />D 正邪盛衰<br />E 以上均非<br />,D,
