id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,丁香主治的病证是______<br />A 蛔虫腹痛<br />B 脚气肿痛<br />C 阳虚外感<br />D 胃寒呃逆<br />E 寒湿痹痛<br />,D,[解析] 丁香常用于治疗胃寒呕吐，呃逆；脘腹冷痛；阳痿，宫冷。
2,既能疏肝破气，又能散结消滞的药物是______<br />A 陈皮<br />B 青皮<br />C 枳实<br />D 木香<br />E 香附<br />,B,[解析] 理气药中具有破气之功的有青皮、枳实，青皮又能消积化滞，枳实又能化痰消积。
3,具有行气调中止痛功效的药物是______<br />A 柿蒂<br />B 木香<br />C 香附<br />D 乌药<br />E 薤白<br />,B,[解析] 柿蒂降气止呃。木香行气止痛，健脾消食。香附疏肝解郁，调经止痛，理气调中。乌药行气止痛，温肾散寒。薤白通阳散结，行气导滞。
4,具有消食化积，活血散疲功效的药物是______<br />A 山楂<br />B 莱菔子<br />C 鸡内金<br />D 麦芽<br />E 谷芽<br />,A,[解析] 本题考查消食药，山楂兼能行气散瘀；莱菔子降气化痰；鸡内金涩精止遗、化坚消石；麦芽回乳消胀；谷芽健脾开胃。
5,既能杀虫，又能润肺止咳的药物是______<br />A 贯众<br />B 槟榔<br />C 花椒<br />D 雷丸<br />E 榧子<br />,E,[解析] 贯众清热解毒，凉血止血，杀虫。槟榔杀虫消积，行气，利水，截疟。花椒温中止痛，杀虫止痒。雷丸杀虫消积。榧子杀虫消积，润肠逋便，润肺止咳。
6,白茅根具有的功效是______<br />A 解毒敛疮<br />B 消肿生肌<br />C 清热利尿<br />D 祛痰止咳<br />E 活血祛瘀<br />,C,[解析] 白茅根凉血止血、清热利尿、清肺胃热。
7,既能活血定痛，又能敛疮生肌的药物是______<br />A 二七<br />B 茜草<br />C 红花<br />D 血竭<br />E 桃仁<br />,D,[解析] 三七化瘀止血，活血定痛。茜草凉血化瘀止血，通经。红花活血通经，祛瘀止痛。血竭活血定痛，化瘀止血，敛疮生肌。桃仁活血祛瘀，润肠通便，止咳平喘。
8,具有活血止痛，行气解郁，凉血清心功效的药物是______<br />A 川芎<br />B 丹参<br />C 延胡索<br />D 姜黄<br />E 郁金<br />,E,[解析] 川芎活血行气、祛风止痛；丹参活血调经、祛瘀止痛、凉血消痈、除烦安神；延胡索活血行气止痛；姜黄活血止痛；郁金活血止痛、行气解郁、清心凉血、利胆退黄。
9,具有利尿通淋功效的药物是______<br />A 川芎<br />B 丹参<br />C 郁金<br />D 桃仁<br />E 牛膝<br />,E,[解析] 除了活血之外，川芎兼能祛风止痛；丹参兼能凉血消痈、除烦安神；郁金兼能行气解郁、清心凉血、利胆退黄；桃仁兼能润肠通便、止咳平喘；牛膝兼能补肝肾、强筋骨、利水通淋、引火下行。
