id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,善治砂淋、石淋的药物是<br />A 车前子<br />B 石韦<br />C 滑石<br />D 金钱草<br />E 木通<br />,D,
2,治疗湿热黄疸的最佳选药是<br />A 车前子<br />B 泽泻<br />C 茵陈<br />D 木通<br />E 石韦<br />,C,
3,既能利水通淋，又能利湿退黄的药是<br />A 车前子<br />B 泽泻<br />C 金钱草<br />D 木通<br />E 滑石<br />,C,
4,附子回阳救逆常配伍<br />A 人参<br />B 肉桂<br />C 鹿茸<br />D 干姜<br />E 生姜<br />,D,
5,附子人汤剂要求<br />A 另煎<br />B 后下<br />C 先煎<br />D 烊化<br />E 冲服<br />,C,
6,称为“回阳救逆第一品药”的是<br />A 人参<br />B 肉桂<br />C 鹿茸<br />D 附子<br />E 干姜<br />,D,
7,既能温中回阳，又可温肺化饮的药是<br />A 生姜<br />B 干姜<br />C 良姜<br />D 炮姜<br />E 煨姜<br />,B,
8,入汤剂宜后下的药物是<br />A 附子<br />B 肉桂<br />C 干姜<br />D 吴茱萸<br />E 小茴香<br />,B,
9,既可温中，又能解半夏、南星、鱼蟹之毒的药物是<br />A 紫苏<br />B 干姜<br />C 附子<br />D 生姜<br />E 肉桂<br />,D,
10,善治厥阴头痛的药物是<br />A 藁本<br />B 白芷<br />C 吴茱萸<br />D 细辛<br />E 蔓荆子<br />,C,
11,既能消食化积，又能散瘀的药物是<br />A 麦芽<br />B 番泻叶<br />C 谷芽<br />D 莱菔子<br />E 山楂<br />,E,
12,既能治蛔虫、蛲虫证，又善疗小儿疳疾的药物是<br />A 使君子<br />B 苦楝皮<br />C 鹤草芽<br />D 南瓜子<br />E 槟榔<br />,A,
13,既能运脾消食、固精止遗，又能化坚消石的药物是<br />A 神曲<br />B 麦芽<br />C 鸡内金<br />D 谷芽<br />E 莱菔子<br />,C,
14,有凉血止血散瘀之功，尤宜用于尿血的药物是<br />A 白茅根<br />B 小蓟<br />C 血余炭<br />D 地榆<br />E 茜草<br />,B,
