id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,普济消毒饮中配用升麻、柴胡的目的是<br />A 疏散风热，引药上行<br />B 疏肝解郁<br />C 清肝胆实火<br />D 升举清阳<br />E 透疹解毒<br />,A,
2,功用为清热解毒，消肿溃坚，活血止痛的方剂是<br />A 黄连解毒汤<br />B 普济消毒饮<br />C 逍遥散<br />D 仙方活命饮<br />E 清胃散<br />,D,
3,仙方活命饮的君药是<br />A 赤芍<br />B 白芷<br />C 皂角刺<br />D 乳香<br />E 金银花<br />,E,
4,属普济消毒饮主治症状之一的是<br />A 身热夜甚<br />B 热甚发斑<br />C 恶寒发热<br />D 身热谵语<br />E 午后身热<br />,C,
5,治疗一切实热火毒，三焦热盛之证的方剂是<br />A 黄连解毒汤<br />B 泻心汤<br />C 凉膈散<br />D 普济消毒饮<br />E 龙胆泻肝汤<br />,A,
6,普济消毒饮具有疏风散邪，清热解毒之功，主治<br />A 阳明气分热盛<br />B 邪热传营<br />C 一切实热火毒，三焦热盛之证<br />D 瘟疫热毒，充斥内外，气血两燔<br />E 大头瘟<br />,E,
7,功用为泻火解毒的方剂是<br />A 黄连解毒汤<br />B 普济消毒饮<br />C 凉膈散<br />D 仙方活命饮<br />E 五味消毒饮<br />,A,
8,凉膈散的组成中含有<br />A 小承气汤<br />B 大承气汤<br />C 调胃承气汤<br />D 泻心汤<br />E 增液汤<br />,C,
9,凉膈散的君药是<br />A 大黄<br />B 芒硝<br />C 山栀<br />D 黄芩<br />E 连翘<br />,E,
10,症见疮疡肿毒初起，红肿焮痛，身热凛寒，苔薄白，脉数有力。宜选用<br />A 仙方活命饮<br />B 五味消毒饮<br />C 黄连解毒汤<br />D 四妙勇安汤<br />E 透脓散<br />,A,
11,仙方活命饮的君药是<br />A 赤芍<br />B 白芷<br />C 金银花<br />D 乳香<br />E 皂角刺<br />,C,
12,凉膈散中配用黄芩的目的是<br />A 清肺热<br />B 清热燥湿<br />C 清胸膈郁热<br />D 清少阳经热<br />E 清中焦之热<br />,C,
13,普济消毒饮配伍中体现“火郁发之”之意的药物是<br />A 黄芩、黄连<br />B 薄荷、桔梗<br />C 板蓝根、连翘<br />D 僵蚕、牛蒡子<br />E 升麻、柴胡<br />,E,
14,黄连解毒汤的组成中除黄连外，还有<br />A 栀子、黄芩、黄柏、知母<br />B 栀子、黄芩、黄柏、茵陈<br />C 栀子、大黄、黄柏<br />D 栀子、黄芩、黄柏、大黄<br />E 栀子、黄芩、黄柏<br />,E,
15,体现“以泻代清”用意的方剂是<br />A 白虎汤<br />B 黄连解毒汤<br />C 凉膈散<br />D 普济消毒饮<br />E 龙胆泻肝汤<br />,C,
