id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,粒细胞缺乏症可出现的临床表现是______<br />A 进行性贫血<br />B 皮肤、鼻腔等处发生坏死性溃疡<br />C 皮肤、黏膜出血<br />D 频繁性呕吐<br />E 胸骨压痛<br />,B,[解析] 粒细胞缺乏症体检时口腔、咽峡、阴道、直肠或肛门等处有坏死性溃疡及脓肿，有肝脾大及淋巴结增大，尤其颌下和颈淋巴结。
2,下列关于感染过程的描述，错误的是______<br />A 病原体与人体相互作用，相互斗争的过程称为感染过程<br />B 感染过程的构成必须具备病原体、人体和外环境三个因素<br />C 病原体侵入人体，临床上出现相应的症状、体征则意味着感染过程的开始<br />D 病原体侵入的数量越大，出现显性感染的危险也越大<br />E 病原体的致病力包括毒力、侵袭力、病原体数量和变异性<br />,C,[解析] 病原体通过各种途径进入人体就意味着感染过程的开始，而临床上是否出现相应的症状、体征，则取决于病原体的致病力和机体的免疫功能。故选择C。
3,甲类传染病指的是______<br />A SARS、狂犬病<br />B 黑热病、炭疽<br />C 高致病禽流感、天花<br />D 鼠疫、霍乱<br />E 伤寒、流行性出血热<br />,D,
4,下列各项，不属传染病基本特征的是______<br />A 有病原体<br />B 有感染后免疫性<br />C 有流行病学特征<br />D 有发热<br />E 有传染行性<br />,D,[解析] 传染病与其他疾病相区别的基本特征有4个：有病原体、有传染性、有流行病学特征和有感染后免疫，A、B、C、E项等均属于传染病的基本特征；发热可以由感染性原因，也可以南非感染性原因引起，并不是传染病的基本特征。故选择D。
5,下列不属于急性重型肝炎典型表现的是______<br />A 黄疸迅速加深<br />B 出血倾向明显<br />C 肝大<br />D 出现烦躁、谵妄等神经系统症状<br />E 急性肾功能不全<br />,C,
6,下列各项，不符合瘀胆型肝炎临床表现的是______<br />A 黄疸深<br />B 自觉症状重<br />C 皮肤瘙痒<br />D 大便颜色变浅<br />E 血清胆固醇升高<br />,B,[解析] 瘀胆型肝炎主要表现为急性病毒性肝炎较长时期的肝内梗阻性黄疸，临床自觉症状轻微，常表现有皮肤瘙痒、粪便颜色变浅，肝功能检查血清胆红素明显升高，以直接胆红素为主。A、C、D、E项等均符合瘀胆型肝炎的临床表现。故选择B。
7,下列有关流行性出出热的描述，正确的是______<br />A 发病以青少年为主<br />B 一般不经呼吸道传播<br />C 无明显季节性<br />D 所有患者均有5期经过<br />E 可有母婴传播<br />,E,[解析] 流行性出血热的传播途径包括呼吸道传播、消化道传播、接触传播、母婴传播和虫媒传播等5种方式；流行性出血热具有明显的季节性和人群分布的流行特征，其中黑线姬鼠传播者以11月份至次年1月份为高峰，家鼠传播者3～5月份为高峰，林区姬鼠传播者在夏季为高峰，人群分布则以男性青壮年农民和工人发病多；典型病例病程5期，非典型和轻型病例可以出现越期现象，而重型的病例可出项重叠现象。故选择E。
8,HIV造成机体免疫功能损害主要侵犯的细胞是______<br />A CD4+T细胞<br />B CD8+T细胞<br />C B淋巴细胞<br />D NK细胞<br />E 浆细胞<br />,A,[解析] CD4 + T淋巴细胞在HIV直接和间接作用下，细胞功能受损和大量破坏，导致细胞免疫缺陷。虽然同时还侵犯其他类型免疫细胞：单核乔噬细胞、B淋巴细胞、NK细胞损伤及HIV感染后的免疫应答异常、最主要的还是CD4 + T淋巴细胞。故选择A。
9,下列各项，不支持流行性脑脊髓膜炎诊断的脑脊液检查是______<br />A 外观混浊呈脓性<br />B 蛋白质含量局<br />C 细胞数＜0.5×106/L，以单核细胞为主<br />D 糖含量明显减少<br />E 氯化物含量减少<br />,C,[解析] 脑脊液检查是流行性脑脊髓膜炎明确诊断的重要依据。发病过程中，脑脊液压力升高，外观浑浊呈脓性，故A正确；蛋白质含量增高，糖及氯化物含量均减少，故B、D、E正确；白细胞计数常高达1.0×10 6 /L，以中性粒细胞为主，因此C选项错误。
10,高热、头痛、呕吐，全身皮肤散在瘀点，颈项强直，最可能的诊断是______<br />A 结核性脑膜炎<br />B 流行性脑脊髓膜炎<br />C 流行性乙型脑炎<br />D 伤寒<br />E 中毒性细菌性痢疾<br />,B,
11,目前认为志贺菌致病必须具备的条件是______<br />A 过度劳累<br />B 暴饮暴食<br />C 细菌变异性<br />D 痢疾杆菌对肠黏膜上皮细胞的侵袭力<br />E 发病季节<br />,D,[解析] 目前认为志贺菌致病必须具备3个条件：①具有介导细菌吸附的光滑性脂多糖“O”抗原；②具侵袭上皮细胞并在其中繁殖的能力，③侵袭、繁殖后可产生毒素。题目中的D选项符合其中的第二个必须条件，其他选项均不符合这3个必须条件中的一项。故选择D。
12,下列各项，医学道德所具有的特点不包括的是______<br />A 具有全人类性<br />B 具有实践性<br />C 具有稳定性<br />D 具有天然性<br />E 具有继承性<br />,D,[解析] 医学道德的特征包括：科学性、服务性、继承性、实践性、时代性，医学道德属于医务人员及服务对象的行为准则，具有全人类性及稳定性的特点。故选择D。
13,撰写“医家五戒十要”的医家是______<br />A 李时珍<br />B 陈实功<br />C 孙思邈<br />D 张仲景<br />E 华佗<br />,B,
14,根据美国哈佛医学院提出的“脑死亡”概念，不能确诊“脑死亡”的条件是______<br />A 自主运动和自主呼吸消失<br />B 对外部刺激和内部需求毫无知觉和反应<br />C 体温低于32.2℃或服用中枢抑制药物者<br />D 脑电波平直或等电位<br />E 诱导反射消失<br />,C,[解析] 诊断“脑死亡”的条件：①昏迷原因明确；②排除各种原因的可逆性昏迷；③深昏迷，脑干反射全部消失，无自主呼吸。故选择C。
