id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,下列各项中除哪项外均是虚喘的特有症状<br />A 呼吸浅短难续<br />B 呼出为快<br />C 气怯声低<br />D 深吸为快<br />E 遇劳加重<br />,B,
2,虚喘，症见动则喘甚，呼多吸少，气不得续，属肾虚不纳证者，方选<br />A 生脉饮合补肺汤<br />B 参附汤送服黑锡丹<br />C 金匮肾气丸合参蛤散<br />D 保真汤<br />E 真武汤<br />,C,
3,肺痈之病名最早见于<br />A 《素问》<br />B 《金匮要略》<br />C 《备急千金要方》<br />D 《杂病论》<br />E 《医门法律》<br />,B,
4,肺痈的诊断，主要应掌握下列哪项<br />A 咳嗽<br />B 胸痛<br />C 发热口干<br />D 咳吐腥臭脓痰<br />E 脉滑数<br />,D,
5,引起肺痈的外邪主要是<br />A 风热外邪<br />B 燥热之邪<br />C 风寒束肺<br />D 暑湿疫毒<br />E 风湿热邪<br />,A,
6,肺痈成痈化脓的病理基础，主要在于<br />A 痰热壅盛<br />B 热伤血脉<br />C 血脉瘀滞<br />D 热壅血瘀<br />E 气滞血瘀<br />,D,
7,肺痈病情顺与逆的转折点在<br />A 初期<br />B 成痛期<br />C 发热期<br />D 溃脓期<br />E 恢复期<br />,D,
8,肺痈的常用治法中，有助于痈疡消散的治法<br />A 清热<br />B 解毒<br />C 排脓<br />D 化瘀<br />E 滋阴<br />,D,
9,肺痈溃脓期的治疗主方是<br />A 银翘散<br />B 千金苇茎汤<br />C 如金解毒散<br />D 加味桔梗汤<br />E 以上都不是<br />,D,
10,肺痈溃脓期，于辨证方中加入生黄芪的解释是<br />A 托里透脓<br />B 扶正祛邪<br />C 解毒排脓<br />D 溃痈排脓<br />E 清热解毒<br />,A,
11,肺痈脓成后的治疗应以什么为主<br />A 养阴清肺<br />B 清肺化痰<br />C 养阴补肺<br />D 排脓解毒<br />E 益气养阴<br />,D,
12,肺痈的治疗原则是<br />A 清热解毒，活血通络<br />B 清热解毒，化瘀排脓<br />C 清热解毒，肃肺化痰<br />D 清热解毒，凉血止血<br />E 清热解毒，宣肺平喘<br />,B,
