id,front,back,detail
,<h2>{{front}}</h2>,<h2><span style='color:red;font-weight:bold;'>{{back}}</span></h2><span style='color:#C0C0C0'>题号{{id}} 看了{{count}}次</span><br />{{detail}},
1,以下不是望舌的临床意义的是<br />A 判断正气盛衰<br />B 分辨病位深浅<br />C 区别病邪性质<br />D 推断病情进展<br />E 预测疾病预后善恶<br />,E,
2,慢性肾功能不全之阴阳两虚证治宜<br />A 附子理中丸合五苓散<br />B 济生肾气丸合真武汤<br />C 杞菊地黄丸<br />D 金匮肾气丸<br />E 六味地黄丸<br />,D,
3,下列关于外环境与疾病发生关系的叙述，错误的是<br />A 久视伤血<br />B 久坐伤肉<br />C 久立伤骨<br />D 久思伤心<br />E 久行伤筋<br />,D,
4,“热因热用”属于<br />A 阴病治阳<br />B 阳中求阴<br />C 阴中求阳<br />D 逆治法<br />E 反治法<br />,E,
5,下列哪项不属于阴水证的临床表现<br />A 起病缓，病程长<br />B 水肿皮薄光亮<br />C 水肿先从下肢肿起<br />D 下半身肿痛<br />E 腰酸肢冷<br />,B,
6,男，45岁。咳嗽痰多，咳声重浊，咳痰色白清稀有泡沫，每于晨间咳痰尤甚，因痰而咳，痰出而咳缓，舌苔白腻。用药宜首选<br />A 前胡、瓜蒌<br />B 瓜蒌、半夏<br />C 半夏、橘皮<br />D 橘皮、甘草<br />E 甘草、天南星<br />,C,
7,患者，经行或经后小腹隐痛，喜按，月经色淡量少，头晕耳鸣，腰酸腿软。首选方<br />A 肾气丸<br />B 调肝汤<br />C 寿胎丸<br />D 归肾丸<br />E 当归地黄丸<br />,B,
8,咽喉色鲜红娇嫩，肿痛不甚者的原因为<br />A 肺胃积热<br />B 痰湿停滞<br />C 寒凝咽喉<br />D 阴虚火旺<br />E 胃中有热<br />,D,
9,颈侧颌下肿块如垒，累累如串珠者，称为<br />A 瘿瘤<br />B 痰核<br />C 瘰疬<br />D 发颐<br />E 梅核气<br />,C,
10,首选用于治疗脓肿溃破后有袋脓现象，经其它引流、垫棉等法治疗无效的外科手术疗法是<br />A 切开法<br />B 结扎法<br />C 砭镰法<br />D 挂线法<br />E 扩创引流<br />,E,
11,用黄连阿胶汤治疗痢疾，其适应的证型是<br />A 休息痢<br />B 虚寒痢<br />C 阴虚痢<br />D 寒湿痢<br />E 湿热痢<br />,C,
12,由情志郁结不舒所致胸痛的特点为<br />A 胸部刺痛<br />B 胸痛走窜<br />C 胸背彻痛<br />D 胸痛喘促<br />E 胸痛咳血<br />,B,
13,舌肿胀而青紫晦暗者，是由于<br />A 气血壅滞，将要发斑<br />B 心脾有热<br />C 湿热痰饮上溢<br />D 中毒<br />E 热毒炽盛，深入血分<br />,D,
14,围绝经期综合征肝郁化火型首选方为<br />A 逍遥散<br />B 丹栀逍遥散<br />C 调肝汤<br />D 乌药汤<br />E 一贯煎<br />,B,
